Date,Open,High,Low,Close
19-January-2018,35339.11,35542.17,35221.16,35511.58,
22-January-2018,35613.97,35827.70,35544.68,35798.01,
23-January-2018,35868.19,36170.83,35863.98,36139.98,
24-January-2018,36161.62,36268.19,36036.51,36161.64,
25-January-2018,36208.39,36247.02,35823.35,36050.44,
29-January-2018,36106.36,36443.98,36093.36,36283.25,
30-January-2018,36277.12,36291.82,35993.41,36033.73,
31-January-2018,35951.64,36050.69,35818.41,35965.02,
1-February-2018,36048.99,36256.83,35501.74,35906.66,
2-February-2018,35707.60,35738.13,35006.41,35066.75,
5-February-2018,34718.85,34874.17,34520.80,34757.16,
6-February-2018,33753.78,34521.01,33482.81,34195.94,
7-February-2018,34563.30,34666.33,34008.42,34082.71,
8-February-2018,34208.11,34634.35,34108.76,34413.16,
9-February-2018,34002.45,34070.73,33849.65,34005.76,
12-February-2018,34203.34,34351.34,34115.12,34300.47,
14-February-2018,34436.98,34473.43,34028.68,34155.95,
15-February-2018,34207.57,34535.08,34186.01,34297.47,
16-February-2018,34411.24,34508.24,33957.33,34010.76,
19-February-2018,34053.95,34122.96,33554.37,33774.66,
20-February-2018,33913.94,33960.95,33657.89,33703.59,
21-February-2018,33813.83,33911.36,33702.50,33844.86,
22-February-2018,33817.09,33868.74,33691.42,33819.50,
23-February-2018,33832.00,34167.60,33832.00,34142.15,
26-February-2018,34225.72,34483.39,34225.72,34445.75,
27-February-2018,34558.56,34610.79,34314.87,34346.39,
28-February-2018,34155.63,34302.74,34076.45,34184.04,
1-March-2018,34141.22,34278.63,34015.79,34046.94,
5-March-2018,34034.28,34034.28,33653.41,33746.78,
6-March-2018,34047.43,34060.13,33209.76,33317.20,
7-March-2018,33279.39,33331.21,32991.14,33033.09,
8-March-2018,33244.52,33439.97,33037.48,33351.57,
9-March-2018,33465.05,33519.49,33256.42,33307.14,
12-March-2018,33468.16,33962.48,33468.16,33917.94,
13-March-2018,33818.22,34077.32,33722.96,33856.78,
14-March-2018,33733.55,33875.15,33580.69,33835.74,
15-March-2018,33843.47,33866.28,33637.28,33685.54,
16-March-2018,33685.86,33691.32,33119.92,33176.00,
19-March-2018,33268.97,33275.79,32856.54,32923.12,
20-March-2018,32876.48,33102.74,32810.86,32996.76,
21-March-2018,33090.82,33354.93,33070.53,33136.18,
22-March-2018,33206.99,33281.77,32963.31,33006.27,
23-March-2018,32650.89,32720.03,32483.84,32596.54,
26-March-2018,32536.44,33115.41,32515.17,33066.41,
27-March-2018,33172.98,33371.04,33077.13,33174.39,
28-March-2018,33098.09,33104.11,32917.66,32968.68,
2-April-2018,33030.87,33289.34,32997.88,33255.36,
3-April-2018,33197.42,33402.94,33153.83,33370.63,
4-April-2018,33437.52,33505.53,32972.56,33019.07,
5-April-2018,33289.96,33637.46,33267.86,33596.80,
6-April-2018,33608.59,33697.51,33501.37,33626.97,
